Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqft,Floor,Total_Floors,Age_Years,Furnishing,Parking_Spaces,Price_Lakhs
348,Dadar East,Apartment,2,3,703,32,34,29,Fully Furnished,1,226.71
349,Malad East,Apartment,2,1,993,22,36,20,Semi-Furnished,0,214.94
350,Kandivali West,Penthouse,2,1,650,25,39,1,Semi-Furnished,3,270.54
351,Chembur,Apartment,4,4,1959,7,37,12,Fully Furnished,2,620.18
352,Mulund East,Apartment,1,1,525,21,29,0,Unfurnished,0,127.33
353,Borivali East,Apartment,3,4,1045,39,43,10,Fully Furnished,2,335.21
354,Borivali East,Apartment,3,3,1110,7,28,1,Unfurnished,1,262.12
355,Ghatkopar West,Apartment,3,3,1254,7,10,7,Fully Furnished,2,371.79
356,Andheri East,Apartment,2,2,694,39,42,9,Unfurnished,1,214.87
357,Malad West,Apartment,5,5,2236,26,41,9,Fully Furnished,2,878.27
358,Kandivali East,Apartment,2,2,839,29,30,5,Semi-Furnished,1,218.26
359,Goregaon East,Apartment,3,3,1049,23,40,2,Fully Furnished,2,361.0
360,Kandivali East,Apartment,3,3,1498,31,40,21,Semi-Furnished,1,341.49
361,Thane West,Apartment,1,2,582,37,39,25,Semi-Furnished,0,107.21
362,Powai,Apartment,3,3,993,6,33,13,Fully Furnished,1,348.5
363,Malad East,Apartment,4,3,1489,36,42,12,Semi-Furnished,2,453.91
364,Andheri West,Apartment,3,4,1485,27,30,25,Unfurnished,2,476.06
365,Ghatkopar East,Villa,5,4,2216,7,25,18,Semi-Furnished,2,692.08
366,Worli,Apartment,2,3,892,12,29,1,Unfurnished,2,582.16
367,Kandivali East,Apartment,1,1,626,4,35,7,Semi-Furnished,1,137.94
368,Malad West,Apartment,2,2,1000,15,19,3,Fully Furnished,1,335.94
369,Goregaon East,Apartment,3,4,1041,29,35,6,Fully Furnished,2,391.11
370,Kandivali West,Apartment,4,5,1562,20,42,2,Semi-Furnished,2,564.43
371,Dadar West,Apartment,1,1,501,4,20,26,Semi-Furnished,0,143.0
372,Powai,Apartment,2,2,908,8,9,12,Semi-Furnished,1,288.91
373,Chembur,Apartment,3,3,1302,17,40,5,Unfurnished,3,439.63
374,Borivali East,Apartment,4,4,1626,15,36,20,Semi-Furnished,1,345.5
375,Ghatkopar East,Apartment,5,4,2970,9,20,29,Unfurnished,2,667.21
376,Malad West,Apartment,3,3,1383,25,36,28,Semi-Furnished,2,325.82
377,Vile Parle West,Apartment,4,4,1998,1,37,3,Semi-Furnished,3,894.17
378,Malad West,Villa,2,1,896,22,30,2,Semi-Furnished,3,336.86
379,Thane West,Apartment,4,4,1592,34,37,4,Fully Furnished,0,427.05
380,Borivali West,Apartment,3,3,1252,27,39,8,Fully Furnished,2,417.54
381,Dadar West,Apartment,3,3,1177,35,45,21,Fully Furnished,2,553.23
382,Borivali East,Apartment,4,5,1585,7,37,9,Fully Furnished,1,418.69
383,Ghatkopar East,Villa,4,4,2070,15,26,2,Fully Furnished,1,870.11
384,Malad East,Apartment,2,3,800,8,38,14,Fully Furnished,0,196.05
385,Bandra West,Apartment,2,2,906,25,41,3,Semi-Furnished,1,585.38
386,Borivali West,Apartment,5,5,2838,30,34,18,Fully Furnished,1,820.96
387,Malad East,Apartment,3,3,1270,4,5,20,Semi-Furnished,2,277.77
388,Dadar West,Apartment,3,3,1040,40,43,4,Semi-Furnished,3,695.02
389,Kandivali East,Apartment,1,2,501,24,24,23,Fully Furnished,1,105.98
390,Worli,Apartment,3,3,1302,9,15,9,Fully Furnished,2,786.52
391,Bhandup West,Apartment,1,1,566,34,43,23,Semi-Furnished,2,109.79
392,Borivali West,Apartment,2,2,833,13,23,24,Unfurnished,2,170.83
393,Borivali West,Apartment,2,1,951,11,18,16,Fully Furnished,1,204.86
394,Worli,Apartment,2,3,969,39,39,1,Unfurnished,3,695.4
395,Thane West,Apartment,1,1,547,36,40,3,Fully Furnished,2,141.91
396,Worli,Apartment,1,1,619,34,38,3,Fully Furnished,2,446.46
397,Bandra East,Apartment,3,4,1070,8,14,9,Unfurnished,2,433.33
398,Bhandup West,Apartment,3,3,1316,27,36,22,Unfurnished,1,266.82
399,Thane West,Apartment,4,4,1640,1,10,0,Fully Furnished,0,355.91
400,Bandra West,Penthouse,3,2,1053,17,37,28,Semi-Furnished,1,524.28
401,Mulund East,Apartment,1,1,460,19,30,27,Semi-Furnished,3,74.31
402,Ghatkopar East,Villa,4,3,1541,11,32,21,Semi-Furnished,1,438.19
403,Ghatkopar West,Apartment,1,1,496,26,38,3,Semi-Furnished,2,155.53
404,Chembur,Villa,3,3,1065,4,15,4,Semi-Furnished,0,387.87
405,Dadar West,Villa,3,3,1338,23,42,24,Fully Furnished,0,666.22
406,Borivali West,Apartment,2,2,707,27,41,28,Unfurnished,0,132.8
407,Thane West,Apartment,4,5,2185,37,40,23,Semi-Furnished,3,504.89
408,Dadar East,Apartment,1,1,573,25,29,11,Fully Furnished,2,232.86
409,Borivali East,Apartment,3,3,1457,11,15,27,Semi-Furnished,2,278.51
410,Andheri East,Apartment,3,4,1337,16,18,12,Semi-Furnished,2,416.66
411,Chembur,Apartment,2,1,904,2,11,23,Semi-Furnished,2,204.68
412,Bhandup West,Apartment,1,2,608,20,36,20,Unfurnished,2,106.04
413,Malad East,Apartment,2,1,764,30,40,27,Fully Furnished,2,171.46
414,Kandivali West,Apartment,3,2,1049,15,15,24,Semi-Furnished,1,239.83
415,Malad West,Apartment,3,3,1058,11,42,1,Fully Furnished,1,350.43
416,Goregaon East,Apartment,3,3,1073,26,32,29,Unfurnished,2,229.99
417,Mulund West,Villa,1,2,481,29,43,24,Fully Furnished,3,123.05
418,Chembur,Apartment,1,1,591,28,43,29,Unfurnished,2,125.58
419,Bhandup West,Apartment,1,1,618,39,41,19,Semi-Furnished,2,130.25
420,Thane West,Apartment,3,3,1357,22,31,30,Unfurnished,2,213.51
421,Ghatkopar West,Apartment,3,4,1271,36,39,22,Unfurnished,1,323.68
422,Kandivali West,Apartment,4,4,2127,12,44,20,Fully Furnished,2,567.62
423,Ghatkopar East,Apartment,2,2,948,27,44,18,Semi-Furnished,1,255.71
424,Andheri West,Apartment,2,1,993,13,30,1,Semi-Furnished,1,351.51
425,Andheri East,Apartment,3,3,1158,35,35,24,Semi-Furnished,1,346.96
426,Ghatkopar West,Apartment,3,3,1348,33,45,7,Semi-Furnished,3,433.67
427,Kandivali East,Villa,2,2,932,1,21,1,Fully Furnished,1,285.48
428,Mulund East,Penthouse,4,4,2173,35,44,18,Fully Furnished,1,688.83
429,Borivali East,Apartment,5,4,2382,12,44,30,Semi-Furnished,0,403.73
430,Goregaon East,Apartment,1,2,515,22,36,0,Unfurnished,3,176.01
431,Dadar East,Apartment,1,2,619,32,44,9,Fully Furnished,2,283.27
432,Malad East,Apartment,3,3,1483,33,35,2,Fully Furnished,2,479.27
433,Goregaon West,Apartment,4,4,1739,19,25,11,Fully Furnished,2,643.22
434,Ghatkopar East,Apartment,5,4,2234,23,37,21,Fully Furnished,1,686.16
435,Andheri East,Apartment,3,3,1340,8,32,29,Fully Furnished,1,279.74
436,Vile Parle West,Apartment,4,4,1926,33,40,25,Unfurnished,2,735.66
437,Malad East,Apartment,3,2,1121,35,43,30,Fully Furnished,0,245.94
438,Ghatkopar East,Apartment,2,2,703,35,41,6,Unfurnished,3,221.78
439,Mulund East,Apartment,3,2,1039,4,16,2,Fully Furnished,1,266.04
440,Goregaon East,Apartment,2,2,972,28,38,12,Semi-Furnished,0,281.66
441,Worli,Apartment,3,2,996,5,27,22,Unfurnished,2,463.85
442,Dadar East,Apartment,1,1,547,2,35,12,Fully Furnished,1,184.12
443,Mira Road,Apartment,3,4,1252,10,29,30,Fully Furnished,3,168.8
444,Andheri West,Apartment,3,4,1094,3,5,3,Fully Furnished,2,445.79
445,Bandra West,Apartment,2,2,758,33,35,13,Unfurnished,1,428.25
446,Powai,Apartment,1,2,463,36,43,27,Fully Furnished,3,155.33
447,Goregaon East,Apartment,1,2,574,22,33,30,Fully Furnished,1,115.67
448,Dadar East,Apartment,1,1,531,29,39,15,Fully Furnished,2,207.36
449,Dadar West,Apartment,3,3,1388,1,25,5,Unfurnished,1,603.54
450,Goregaon East,Apartment,4,4,2095,22,37,23,Semi-Furnished,2,557.05
451,Vile Parle East,Apartment,1,2,470,18,45,26,Fully Furnished,1,132.64
452,Worli,Apartment,1,1,454,33,43,27,Fully Furnished,0,229.66
453,Powai,Apartment,4,5,1666,35,42,17,Unfurnished,3,650.87
454,Ghatkopar East,Apartment,3,3,1087,33,41,14,Semi-Furnished,0,306.39
455,Goregaon West,Apartment,4,5,2100,33,35,5,Unfurnished,2,908.23
456,Lower Parel,Apartment,4,4,2153,31,36,23,Unfurnished,0,951.18
457,Goregaon East,Villa,2,1,992,34,39,6,Semi-Furnished,2,413.31
458,Andheri East,Apartment,5,5,2211,34,44,22,Fully Furnished,1,755.55
459,Borivali East,Penthouse,2,2,837,5,38,18,Semi-Furnished,1,181.95
460,Kandivali East,Apartment,2,2,899,31,45,25,Unfurnished,2,169.35
461,Borivali East,Apartment,2,3,979,14,23,8,Unfurnished,1,221.28
462,Bandra East,Apartment,3,3,1288,8,38,23,Semi-Furnished,3,432.67
463,Worli,Apartment,4,3,1649,9,45,1,Unfurnished,2,1092.18
464,Dadar West,Penthouse,1,1,516,12,45,29,Fully Furnished,2,213.35
465,Ghatkopar West,Apartment,3,3,1037,29,44,6,Unfurnished,2,325.2
466,Borivali West,Apartment,3,3,1473,11,32,8,Fully Furnished,2,406.98
467,Kandivali East,Apartment,1,1,501,33,43,16,Unfurnished,2,104.87
468,Dadar East,Apartment,3,4,1465,8,13,24,Fully Furnished,2,493.02
469,Bhandup West,Apartment,1,1,583,24,25,13,Fully Furnished,3,137.87
470,Chembur,Apartment,3,3,1308,37,38,18,Unfurnished,2,435.84
471,Bandra West,Apartment,2,3,859,13,13,8,Fully Furnished,3,516.79
472,Bandra East,Apartment,3,3,1160,21,34,22,Unfurnished,1,398.08
473,Goregaon East,Apartment,2,3,866,24,43,18,Fully Furnished,1,233.41
474,Vile Parle East,Penthouse,3,3,1133,36,44,11,Semi-Furnished,2,591.42
475,Ghatkopar East,Apartment,3,3,1071,15,29,23,Unfurnished,3,258.52
476,Mira Road,Apartment,2,3,964,4,15,22,Fully Furnished,2,114.96
477,Borivali West,Apartment,2,3,872,5,21,2,Semi-Furnished,1,216.85
478,Kandivali East,Apartment,4,4,2028,34,38,20,Fully Furnished,3,590.33
479,Borivali East,Apartment,3,3,960,34,38,6,Unfurnished,1,254.72
480,Thane West,Penthouse,2,2,995,24,31,1,Unfurnished,3,272.44
481,Goregaon East,Apartment,3,3,1354,38,41,12,Unfurnished,2,408.56
482,Bandra West,Apartment,3,4,1306,18,25,11,Unfurnished,2,711.36
483,Andheri West,Apartment,2,2,909,36,37,3,Semi-Furnished,2,382.45
484,Vile Parle West,Apartment,4,5,1988,29,41,8,Semi-Furnished,2,1044.93
485,Ghatkopar East,Apartment,2,2,950,2,35,27,Semi-Furnished,0,183.29
486,Goregaon West,Apartment,3,3,1273,23,39,13,Unfurnished,2,385.0
487,Malad West,Apartment,1,1,469,12,42,17,Semi-Furnished,1,110.2
488,Borivali East,Villa,4,4,1910,13,28,23,Unfurnished,3,426.57
489,Powai,Villa,4,5,1764,7,14,4,Fully Furnished,0,860.47
490,Andheri West,Apartment,3,4,993,31,36,27,Semi-Furnished,2,352.58
491,Dadar West,Apartment,4,4,1587,33,37,24,Unfurnished,2,651.95
492,Vile Parle West,Apartment,3,3,983,23,35,16,Unfurnished,3,361.05
493,Vile Parle West,Apartment,2,1,656,14,38,21,Unfurnished,2,204.77
494,Goregaon East,Apartment,2,2,771,31,40,8,Semi-Furnished,1,242.23
495,Mulund West,Apartment,3,3,1323,26,34,27,Unfurnished,2,295.54
496,Lower Parel,Apartment,2,1,788,16,33,25,Semi-Furnished,2,321.69
497,Ghatkopar West,Apartment,1,1,495,32,34,13,Fully Furnished,3,142.93
498,Chembur,Apartment,2,3,940,26,29,1,Unfurnished,3,367.43
499,Chembur,Apartment,4,3,1860,22,30,23,Semi-Furnished,1,564.01
500,Goregaon East,Apartment,2,2,712,39,40,11,Fully Furnished,2,247.15
501,Ghatkopar East,Villa,2,2,994,32,44,16,Semi-Furnished,3,345.24
502,Malad West,Apartment,2,2,735,22,35,20,Fully Furnished,3,215.12
503,Bandra West,Apartment,1,1,508,21,41,10,Fully Furnished,1,279.71
504,Goregaon East,Apartment,4,4,2165,34,41,18,Unfurnished,2,611.31
505,Ghatkopar West,Apartment,2,2,690,11,36,6,Unfurnished,0,185.2
506,Vile Parle East,Apartment,1,1,584,6,12,24,Fully Furnished,1,150.68
507,Kandivali East,Apartment,2,2,795,9,17,14,Unfurnished,2,166.52
508,Malad East,Penthouse,4,4,1953,18,35,29,Unfurnished,2,503.83
509,Borivali East,Apartment,3,3,1395,35,39,16,Semi-Furnished,1,357.04
510,Mulund East,Apartment,2,2,783,20,20,4,Fully Furnished,0,208.5
511,Kandivali West,Apartment,2,3,654,32,44,22,Semi-Furnished,2,162.03
512,Malad West,Apartment,3,2,1332,27,44,6,Semi-Furnished,2,463.68
513,Worli,Apartment,2,2,762,6,33,8,Unfurnished,3,443.17
514,Dadar East,Apartment,3,3,1241,35,39,20,Unfurnished,2,443.64
515,Malad West,Apartment,1,1,608,18,40,14,Semi-Furnished,2,145.67
516,Andheri East,Apartment,5,4,2380,19,27,3,Fully Furnished,1,862.96
517,Bandra West,Apartment,2,2,761,27,36,10,Semi-Furnished,2,461.5
518,Malad East,Apartment,1,1,464,26,28,8,Semi-Furnished,2,128.55
519,Goregaon East,Apartment,3,2,1074,16,28,24,Unfurnished,2,226.38
520,Mulund East,Penthouse,3,2,1483,14,44,21,Fully Furnished,2,408.54
521,Borivali East,Apartment,3,2,1483,17,32,3,Semi-Furnished,3,416.9
522,Lower Parel,Apartment,2,1,770,28,38,20,Unfurnished,0,324.38
523,Kandivali East,Apartment,3,2,993,31,42,18,Unfurnished,2,214.54
524,Borivali East,Apartment,2,3,823,4,8,29,Fully Furnished,1,133.51
525,Bandra East,Apartment,1,1,531,23,37,17,Unfurnished,3,179.12
526,Ghatkopar West,Apartment,1,1,574,29,38,22,Fully Furnished,2,144.2
527,Vile Parle East,Apartment,2,2,790,39,45,27,Unfurnished,2,219.68
528,Malad West,Apartment,3,4,1325,1,45,14,Semi-Furnished,2,368.45
529,Dadar East,Apartment,4,5,1644,5,39,10,Unfurnished,2,628.66
530,Vile Parle East,Apartment,2,2,815,21,24,13,Fully Furnished,0,259.64
531,Borivali West,Apartment,2,1,753,32,35,3,Unfurnished,0,224.87
532,Lower Parel,Apartment,2,3,952,4,28,8,Fully Furnished,1,433.92
533,Powai,Villa,3,2,1429,4,28,25,Fully Furnished,2,469.96
534,Kandivali West,Villa,3,2,1222,3,9,16,Unfurnished,1,325.1
535,Bandra East,Apartment,1,1,586,13,25,12,Fully Furnished,2,222.18
536,Borivali East,Apartment,3,4,1375,7,43,23,Fully Furnished,1,273.31
537,Bandra East,Apartment,2,2,931,33,38,12,Unfurnished,3,395.66
538,Kandivali West,Apartment,4,5,1732,24,37,27,Semi-Furnished,3,419.58
539,Goregaon West,Apartment,3,3,1334,36,40,24,Semi-Furnished,1,388.52
540,Ghatkopar West,Apartment,1,1,602,34,36,0,Unfurnished,1,177.5
541,Malad East,Apartment,1,1,591,36,45,16,Unfurnished,2,138.67
542,Borivali West,Apartment,1,1,599,15,23,7,Unfurnished,1,144.18
543,Powai,Apartment,3,3,1444,32,45,5,Fully Furnished,3,744.41
544,Dadar East,Apartment,3,2,1340,4,26,2,Semi-Furnished,1,554.75
545,Ghatkopar East,Apartment,2,3,655,25,26,20,Fully Furnished,1,182.02
546,Borivali West,Apartment,2,2,728,26,40,1,Fully Furnished,2,230.55
547,Malad West,Apartment,3,3,1085,6,36,10,Fully Furnished,2,315.33
548,Bandra West,Apartment,2,2,716,9,39,24,Unfurnished,2,288.26
549,Powai,Apartment,3,4,1202,5,22,7,Semi-Furnished,2,452.64
550,Bandra East,Apartment,3,3,1324,13,33,11,Fully Furnished,1,569.0
551,Borivali East,Apartment,5,5,2905,10,38,19,Unfurnished,0,578.16
552,Ghatkopar East,Villa,3,2,1065,4,20,23,Unfurnished,2,279.94
553,Andheri West,Apartment,2,1,806,31,31,14,Unfurnished,1,261.16
554,Vile Parle East,Villa,3,3,1444,10,11,19,Fully Furnished,2,552.19
555,Goregaon East,Apartment,2,2,752,40,42,25,Semi-Furnished,0,176.07
556,Kandivali East,Penthouse,3,3,1060,19,39,0,Unfurnished,2,369.85
557,Thane West,Apartment,1,1,574,39,43,27,Unfurnished,0,95.71
558,Vile Parle East,Apartment,4,3,1440,34,38,7,Semi-Furnished,1,589.21
559,Kandivali West,Apartment,3,3,1259,33,37,7,Fully Furnished,0,400.25
560,Bhandup West,Apartment,5,5,2573,10,31,7,Fully Furnished,2,705.48
561,Vile Parle West,Apartment,5,5,3281,15,28,21,Fully Furnished,1,1414.04
562,Dadar East,Villa,2,3,717,9,43,6,Unfurnished,3,313.18
563,Thane West,Apartment,4,4,1840,10,20,29,Unfurnished,1,294.33
564,Bandra East,Apartment,2,2,665,21,34,24,Semi-Furnished,2,234.83
565,Worli,Apartment,4,4,1555,13,19,24,Unfurnished,1,821.22
566,Dadar East,Apartment,2,3,963,39,40,7,Fully Furnished,1,435.77
567,Ghatkopar East,Apartment,2,3,959,24,29,15,Semi-Furnished,2,262.23
568,Goregaon West,Penthouse,1,1,519,27,34,30,Fully Furnished,3,166.79
569,Bandra West,Apartment,2,2,965,21,35,15,Semi-Furnished,1,452.72
570,Ghatkopar West,Villa,4,4,1803,37,45,19,Fully Furnished,2,721.43
571,Vile Parle West,Penthouse,1,1,460,16,32,28,Semi-Furnished,2,149.57
572,Kandivali East,Apartment,3,2,1144,29,41,9,Semi-Furnished,1,301.22
573,Dadar East,Apartment,4,5,1545,29,31,14,Fully Furnished,3,780.93
574,Thane West,Apartment,3,3,1373,29,29,10,Semi-Furnished,1,324.97
575,Powai,Apartment,4,3,1656,11,18,10,Unfurnished,0,577.56
576,Bandra West,Apartment,3,3,1473,11,35,19,Semi-Furnished,2,671.01
577,Malad East,Apartment,3,3,1116,10,21,27,Unfurnished,3,205.48
578,Ghatkopar East,Apartment,5,5,3282,8,16,5,Unfurnished,1,994.49
579,Mulund East,Apartment,2,2,928,1,43,25,Unfurnished,2,145.99
580,Mulund East,Apartment,2,1,957,1,20,19,Semi-Furnished,2,167.73
581,Bhandup West,Apartment,2,2,725,23,24,1,Unfurnished,1,179.75
582,Malad West,Apartment,2,1,675,27,32,3,Fully Furnished,1,234.31
583,Thane West,Apartment,3,4,1131,30,41,30,Unfurnished,0,174.8
584,Kandivali East,Apartment,4,4,1963,19,34,2,Unfurnished,1,530.49
585,Vile Parle West,Penthouse,2,2,757,4,11,19,Fully Furnished,2,315.48
586,Bandra West,Apartment,2,3,797,39,45,13,Semi-Furnished,1,515.43
587,Kandivali West,Apartment,4,5,1976,34,45,15,Semi-Furnished,3,604.98
588,Dadar East,Apartment,2,2,749,8,9,0,Fully Furnished,2,334.13
589,Powai,Apartment,3,3,1373,22,33,1,Fully Furnished,2,653.07
590,Thane West,Apartment,2,1,807,33,41,9,Unfurnished,1,164.17
591,Kandivali East,Villa,3,4,979,12,24,26,Semi-Furnished,1,220.66
592,Chembur,Villa,3,3,1443,30,40,4,Semi-Furnished,2,617.65
593,Vile Parle West,Apartment,2,2,934,2,18,17,Fully Furnished,2,335.59
594,Mira Road,Apartment,2,2,793,2,26,26,Fully Furnished,2,86.1
595,Dadar East,Apartment,2,3,709,20,42,27,Fully Furnished,1,221.35
596,Chembur,Apartment,4,4,1862,20,26,26,Semi-Furnished,2,508.46
597,Andheri East,Apartment,3,2,1404,2,35,16,Unfurnished,2,363.59
598,Ghatkopar West,Penthouse,4,4,2194,10,16,10,Fully Furnished,2,804.76
599,Andheri East,Villa,2,3,709,20,21,0,Fully Furnished,3,312.44
600,Andheri East,Apartment,1,1,455,20,40,18,Semi-Furnished,1,110.82
601,Vile Parle East,Apartment,2,2,993,18,22,3,Semi-Furnished,1,400.39
602,Vile Parle East,Apartment,3,3,1308,21,29,17,Fully Furnished,1,464.9
603,Borivali East,Apartment,1,2,536,29,30,17,Unfurnished,1,110.94
604,Bandra East,Apartment,2,1,868,12,40,12,Semi-Furnished,2,331.69
605,Thane West,Apartment,3,4,1030,30,34,29,Fully Furnished,0,182.81
606,Lower Parel,Villa,3,3,1431,15,19,7,Semi-Furnished,2,909.66
607,Thane West,Apartment,4,4,1732,32,32,14,Semi-Furnished,0,392.21
608,Borivali East,Apartment,2,2,959,9,41,18,Semi-Furnished,0,183.82
609,Malad East,Apartment,3,2,1259,30,42,17,Semi-Furnished,2,310.98
610,Borivali East,Apartment,5,5,2135,14,41,10,Fully Furnished,2,593.73
611,Goregaon West,Apartment,2,1,943,32,33,26,Fully Furnished,2,263.36
612,Bhandup West,Apartment,2,2,857,39,39,2,Fully Furnished,3,250.33
613,Chembur,Apartment,3,2,1042,9,9,6,Fully Furnished,1,344.67
614,Kandivali East,Apartment,3,3,1150,21,30,6,Fully Furnished,2,356.31
615,Mulund West,Apartment,3,3,1041,1,44,18,Semi-Furnished,2,232.19
616,Andheri East,Villa,2,3,677,36,41,0,Semi-Furnished,0,289.02
617,Thane West,Apartment,3,3,1341,25,38,12,Unfurnished,2,282.17
618,Powai,Apartment,3,3,1377,19,40,4,Unfurnished,1,547.77
619,Borivali West,Villa,3,3,1397,6,14,4,Semi-Furnished,3,500.96
620,Thane West,Apartment,3,3,1134,33,39,14,Semi-Furnished,2,246.61
621,Mulund West,Apartment,3,4,1460,16,38,27,Semi-Furnished,2,306.6
622,Kandivali West,Penthouse,1,1,595,24,27,15,Semi-Furnished,2,169.51
623,Ghatkopar West,Apartment,3,3,1426,6,39,16,Unfurnished,2,343.03
624,Lower Parel,Apartment,5,4,3400,35,44,20,Fully Furnished,1,1919.91
625,Ghatkopar East,Apartment,1,1,581,31,40,28,Semi-Furnished,3,144.32
626,Mira Road,Apartment,2,2,668,39,44,22,Fully Furnished,1,99.37
627,Worli,Apartment,2,2,943,19,44,1,Fully Furnished,3,691.82
628,Borivali West,Apartment,3,3,1208,40,42,4,Semi-Furnished,1,388.98
629,Borivali East,Apartment,4,4,2074,24,29,14,Fully Furnished,1,510.04
630,Vile Parle West,Apartment,4,4,1486,10,19,30,Semi-Furnished,2,436.14
631,Mulund East,Apartment,3,3,1165,23,24,18,Semi-Furnished,3,251.18
632,Borivali East,Apartment,2,2,804,35,38,15,Fully Furnished,2,201.56
633,Borivali West,Penthouse,3,3,962,29,41,9,Semi-Furnished,3,389.75
634,Andheri East,Apartment,1,2,613,28,36,11,Semi-Furnished,1,173.1
635,Worli,Apartment,3,3,1197,38,41,23,Semi-Furnished,2,775.58
636,Malad East,Apartment,3,2,1019,27,30,0,Unfurnished,2,300.19
637,Ghatkopar West,Apartment,2,2,667,40,40,0,Fully Furnished,0,256.5
638,Dadar East,Apartment,3,2,1038,39,40,27,Fully Furnished,2,393.11
639,Mira Road,Villa,5,4,3424,17,26,5,Fully Furnished,2,832.54
640,Goregaon East,Apartment,3,3,1213,5,22,5,Semi-Furnished,0,372.19
641,Goregaon East,Apartment,4,4,1582,5,36,14,Fully Furnished,1,462.35
642,Bandra East,Apartment,1,1,505,7,35,19,Semi-Furnished,3,147.24
643,Dadar West,Apartment,3,3,969,32,34,28,Fully Furnished,3,388.57
644,Kandivali East,Apartment,2,2,850,1,37,18,Semi-Furnished,3,162.96
645,Ghatkopar West,Apartment,3,2,1181,25,40,0,Fully Furnished,0,436.49
646,Malad East,Apartment,3,3,1006,6,29,20,Semi-Furnished,2,212.69
647,Ghatkopar East,Apartment,2,2,740,3,29,17,Unfurnished,3,166.61
648,Bandra East,Apartment,3,3,1448,29,35,2,Unfurnished,1,702.45
649,Dadar West,Apartment,2,2,682,35,45,25,Semi-Furnished,1,287.34
650,Mulund East,Apartment,5,4,2075,4,26,10,Unfurnished,3,460.29
651,Worli,Apartment,3,3,1499,38,41,4,Unfurnished,0,1070.18
652,Andheri West,Apartment,2,3,673,9,9,7,Fully Furnished,1,242.4
653,Mira Road,Apartment,1,2,493,38,39,26,Unfurnished,0,63.51
654,Goregaon West,Apartment,1,1,559,26,36,10,Fully Furnished,0,165.2
655,Bhandup West,Apartment,5,5,2093,12,33,18,Unfurnished,0,432.18
656,Borivali East,Apartment,3,4,1118,16,45,14,Unfurnished,2,258.29
657,Worli,Apartment,3,3,966,32,33,28,Unfurnished,0,433.63
658,Worli,Apartment,3,3,1376,31,42,22,Unfurnished,1,719.01
659,Mulund East,Apartment,2,2,962,3,43,22,Fully Furnished,1,181.97
660,Worli,Apartment,4,4,1756,1,40,13,Unfurnished,1,935.8
661,Bandra East,Apartment,3,4,1469,30,36,7,Unfurnished,1,697.01
662,Lower Parel,Apartment,4,4,1909,11,13,5,Fully Furnished,0,1049.13
663,Goregaon East,Apartment,2,2,672,4,39,3,Unfurnished,1,178.8
664,Bandra East,Apartment,1,1,634,38,43,14,Unfurnished,2,260.89
665,Goregaon West,Apartment,3,3,1183,16,39,3,Unfurnished,2,386.56
666,Chembur,Apartment,3,2,1396,14,43,4,Semi-Furnished,1,462.95
667,Powai,Apartment,3,3,1157,9,11,10,Fully Furnished,3,421.38
668,Mulund East,Villa,2,2,825,19,38,7,Fully Furnished,1,256.11
669,Dadar West,Apartment,5,5,2177,34,41,13,Fully Furnished,1,1279.9
670,Andheri West,Villa,3,3,1203,28,35,10,Unfurnished,2,590.33
671,Mulund West,Apartment,5,4,2963,33,33,23,Fully Furnished,2,867.85
672,Thane West,Apartment,4,4,1907,6,41,7,Fully Furnished,0,447.64
673,Borivali West,Apartment,2,2,981,2,35,2,Semi-Furnished,3,261.93
674,Dadar West,Apartment,3,2,1415,9,34,14,Semi-Furnished,1,600.73
675,Andheri West,Apartment,4,3,1794,22,38,28,Semi-Furnished,0,505.98
676,Dadar East,Villa,3,3,1032,22,45,19,Fully Furnished,0,462.23
677,Andheri East,Apartment,1,1,569,3,28,19,Unfurnished,1,122.5
678,Vile Parle East,Apartment,3,3,1091,16,33,10,Fully Furnished,0,427.23
679,Dadar West,Apartment,4,4,2171,15,25,23,Semi-Furnished,1,866.23
680,Andheri East,Apartment,1,1,565,33,41,15,Semi-Furnished,0,162.94
681,Vile Parle East,Apartment,4,4,2035,5,17,11,Unfurnished,2,723.74
682,Malad West,Apartment,4,3,1511,18,21,5,Unfurnished,3,528.24
683,Vile Parle West,Apartment,4,3,1700,35,37,13,Semi-Furnished,2,825.71
684,Andheri West,Apartment,2,1,661,15,41,27,Fully Furnished,2,187.33
685,Worli,Apartment,3,3,1447,34,42,18,Semi-Furnished,2,863.86
686,Mira Road,Apartment,2,2,766,24,33,15,Unfurnished,0,105.33
687,Borivali East,Villa,3,3,1498,12,23,9,Fully Furnished,3,469.76
688,Borivali East,Apartment,2,1,812,9,37,18,Semi-Furnished,1,150.17
689,Andheri East,Apartment,3,3,1101,29,34,11,Semi-Furnished,2,346.01
690,Chembur,Apartment,3,3,1277,1,39,4,Semi-Furnished,2,392.08
691,Malad West,Apartment,5,5,3365,37,44,4,Fully Furnished,1,1439.7
692,Andheri East,Apartment,1,2,479,2,30,9,Unfurnished,2,112.29
693,Andheri East,Apartment,3,3,1489,18,24,7,Unfurnished,0,445.55
694,Lower Parel,Apartment,4,5,1803,32,37,6,Fully Furnished,2,1181.45
695,Lower Parel,Apartment,2,2,868,25,36,11,Semi-Furnished,0,421.79
696,Mulund East,Apartment,4,3,1620,29,42,23,Semi-Furnished,2,373.49
